mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,Qwen/Qwen2.5-1.5B-Instruct,edu,0.6940000000000001,0.015165750888103097,0.712669199697584,0.008288797856130955,0.6940000000000001,0.015165750888103097,0.6926048799403375,0.014311102664535905,2202.327276086807,65.48274602821023
