mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,Qwen/Qwen2.5-3B-Instruct,all,0.30998043052837565,0.013529852068449014,0.3038323729084743,0.016455751689152164,0.30998043052837565,0.013529852068449014,0.2929912571086063,0.013867216306452183,1872.2109375,18.14352165097514
