mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,microsoft/Phi-3.5-mini-instruct,edu,0.6753333333333333,0.023758039574940597,0.6735260266866181,0.023031488638304422,0.6753333333333333,0.023758039574940597,0.6643666829845067,0.025587991479435912,793.9176138877868,2.0342001432063155
