ti_mode,few_shot_mode,model,dataset,num_shots,prompt_style,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,time_s_mean,time_s_std
structure_focus,train,meta-llama/Llama-3.2-3B-Instruct,climate,3,minimal,0.1687203791469194,0.016621495655687397,0.11559298838735906,0.026378250434345114,0.1687203791469194,0.016621495655687397,0.11221213431737657,0.010201562938122386,419.942,8.68073556791129
