mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,google/gemma-2-2b-it,all,0.4704500978473581,0.04644607033221553,0.4736541174687547,0.0472770891832808,0.4704500978473581,0.04644607033221553,0.4659984094848132,0.04675601621475633,1489.5352152347564,2.7936516403858147
