mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,google/gemma-7b-it,climate,0.19810426540284357,0.026893385704476032,0.13737753367981104,0.07539364178857433,0.19810426540284357,0.026893385704476032,0.11244417615818351,0.022374975768611364,601.7296948909759,0.807672367400148
