ti_mode,few_shot_mode,model,dataset,num_shots,prompt_style,accuracy,precision,recall,f1,time_s,run_index,run_name,run_dir,metrics_path
label_first,train,google/gemma-7b-it,edu,3,minimal,0.6633333333333333,0.6690289012193759,0.6633333333333333,0.6535157578579144,1268.45,1,run_001,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_001,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_001/data-edu__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-label_first/metrics.csv
label_first,train,google/gemma-7b-it,edu,3,minimal,0.6633333333333333,0.6598050942272304,0.6633333333333333,0.6569014062572598,1269.18,2,run_002,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_002,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_002/data-edu__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-label_first/metrics.csv
label_first,train,google/gemma-7b-it,edu,3,minimal,0.63,0.612705417676006,0.63,0.618214324277873,1269.01,3,run_003,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_003,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_003/data-edu__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-label_first/metrics.csv
label_first,train,google/gemma-7b-it,edu,3,minimal,0.4733333333333333,0.4623218575607242,0.4733333333333333,0.461598442262108,1269.41,4,run_004,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_004,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_004/data-edu__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-label_first/metrics.csv
label_first,train,google/gemma-7b-it,edu,3,minimal,0.4633333333333333,0.4550334181005473,0.4633333333333333,0.445986598617685,1269.32,5,run_005,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_005,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_label_first_20260418-060204/run_005/data-edu__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-label_first/metrics.csv
