mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,Qwen/Qwen2.5-3B-Instruct,climate,0.2066350710900474,0.014059144051366166,0.06579276011996474,0.02125318888428939,0.2066350710900474,0.014059144051366166,0.08415194914809379,0.00957513521255676,588.9060245513916,2.5530360879846743
