mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,meta-llama/Llama-3.2-3B-Instruct,edu,0.4966666666666667,0.08969082698049144,0.4814700682835758,0.10323537326141241,0.4966666666666667,0.08969082698049144,0.47931800197415886,0.09355936261140405,992.765210723877,12.401114519250955
