mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,google/gemma-2-2b-it,edu,0.6373333333333333,0.04212415511846433,0.6358056516771772,0.04684793872137423,0.6373333333333333,0.04212415511846433,0.6283237778139121,0.04714323878393672,1020.8422431468964,6.5924924510774625
