ti_mode,few_shot_mode,model,dataset,num_shots,prompt_style,accuracy,precision,recall,f1,time_s,run_index,run_name,run_dir,metrics_path
structure_focus,train,google/gemma-7b-it,all,3,minimal,0.4598825831702544,0.4636629181986924,0.4598825831702544,0.4509106721175804,1839.23,1,run_001,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_001,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_001/data-all__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-structure_focus/metrics.csv
structure_focus,train,google/gemma-7b-it,all,3,minimal,0.4403131115459882,0.4402327364073676,0.4403131115459882,0.4334364594029004,1837.45,2,run_002,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_002,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_002/data-all__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-structure_focus/metrics.csv
structure_focus,train,google/gemma-7b-it,all,3,minimal,0.4344422700587084,0.429723863169267,0.4344422700587084,0.4264142414442436,1836.62,3,run_003,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_003,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_003/data-all__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-structure_focus/metrics.csv
structure_focus,train,google/gemma-7b-it,all,3,minimal,0.2896281800391389,0.2717218677779495,0.2896281800391389,0.2713304987527519,1836.42,4,run_004,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_004,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_004/data-all__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-structure_focus/metrics.csv
structure_focus,train,google/gemma-7b-it,all,3,minimal,0.3189823874755381,0.3209060939930058,0.3189823874755381,0.3131416272662977,1834.53,5,run_005,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_005,/home/CAMPUS/zscavott/cs584_project/Results_TI/batch_runs/ti_google_gemma-7b-it_train_structure_focus_20260415-081737/run_005/data-all__google_gemma-7b-it__ep5_bs1_lr2e-05_ml192__few-shot__fsmode-train_shots-3_pb-192_pstyle-minimal_div-false__parity-false__quant-true__lora-true__ti-structure_focus/metrics.csv
