mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,microsoft/Phi-3.5-mini-instruct,all,0.4798434442270059,0.05060515523955373,0.4911076783793481,0.059318299720727004,0.4798434442270059,0.05060515523955373,0.47710230279335714,0.054320051785903344,1138.5270083904265,17.168566571344495
