ti_mode,few_shot_mode,model,dataset,num_shots,prompt_style,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,time_s_mean,time_s_std
label_first,train,meta-llama/Llama-3.2-1B-Instruct,all,3,minimal,0.4637964774951076,0.037078855815061464,0.4700651029052077,0.03485414449479564,0.4637964774951076,0.037078855815061464,0.46062815588311495,0.035674227167023814,2430.8720000000003,41.28185884865173
