mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,Qwen/Qwen2.5-1.5B-Instruct,climate,0.25023696682464447,0.029099680441722783,0.2618617183209153,0.031924747362543575,0.25023696682464447,0.029099680441722783,0.2483868611382017,0.02763269344916197,946.1787533760071,4.7508590126672665
