mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,meta-llama/Llama-3.2-1B-Instruct,edu,0.666,0.011401754250991413,0.6823761966080284,0.011306587790187738,0.666,0.011401754250991413,0.6625048494095255,0.009134408271215139,1621.0344443321228,1.777422854211962
