mode,model,dataset,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_s_mean,train_time_s_std
few-shot,google/gemma-7b-it,edu,0.5199999999999999,0.06904105059069324,0.5111280950700321,0.07573254083867496,0.5199999999999999,0.06904105059069324,0.5048072441222429,0.07317913741464686,1318.8136803150178,0.5295596335271978
